model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot
ecCount (peaks),val,NCI-H2170,150-299,195,175,20,-20,196,176
ecCount (peaks),train,NCI-H716,150-299,195,219,24,24,196,220
ecCount (peaks),train,NCI-H2170,150-299,196,141,55,-55,197,142
ecCount (peaks),val,NCI-H2170,150-299,196,189,7,-7,197,190
ecCount (peaks),train,NCI-H2170,150-299,197,194,3,-3,198,195
ecCount (peaks),train,NCI-H2170,150-299,197,208,11,11,198,209
ecCount (peaks),train,NCI-H2170,150-299,197,201,4,4,198,202
ecCount (peaks),train,NCI-H2170,150-299,199,204,5,5,200,205
ecCount (peaks),train,NCI-H2170,150-299,199,165,34,-34,200,166
ecCount (peaks),train,NCI-H2170,150-299,200,177,23,-23,201,178
ecCount (peaks),train,NCI-H2170,150-299,201,229,28,28,202,230
ecCount (peaks),val,NCI-H2170,150-299,201,233,32,32,202,234
ecCount (peaks),val,NCI-H2170,150-299,201,202,1,1,202,203
ecCount (peaks),train,NCI-H2170,150-299,201,184,17,-17,202,185
ecCount (peaks),test,NCI-H2170,150-299,202,185,17,-17,203,186
ecCount (peaks),train,NCI-H2170,150-299,202,169,33,-33,203,170
ecCount (peaks),val,NCI-H716,150-299,202,221,19,19,203,222
ecCount (peaks),val,NCI-H2170,150-299,203,204,1,1,204,205
ecCount (peaks),train,NCI-H2170,150-299,203,185,18,-18,204,186
ecCount (peaks),train,SNU16,150-299,203,204,1,1,204,205
ecCount (peaks),train,NCI-H2170,150-299,204,228,24,24,205,229
ecCount (peaks),train,NCI-H2170,150-299,205,233,28,28,206,234
ecCount (peaks),train,NCI-H2170,150-299,205,202,3,-3,206,203
ecCount (peaks),train,NCI-H2170,150-299,206,159,47,-47,207,160
ecCount (peaks),train,SNU16,150-299,206,191,15,-15,207,192
ecCount (peaks),train,NCI-H2170,150-299,207,201,6,-6,208,202
ecCount (peaks),train,NCI-H2170,150-299,207,207,0,0,208,208
ecCount (peaks),train,NCI-H2170,150-299,207,209,2,2,208,210
ecCount (peaks),val,NCI-H716,150-299,207,226,19,19,208,227
ecCount (peaks),train,SNU16,150-299,207,221,14,14,208,222
ecCount (peaks),train,NCI-H2170,150-299,209,205,4,-4,210,206
ecCount (peaks),train,NCI-H2170,150-299,209,223,14,14,210,224
ecCount (peaks),train,NCI-H2170,150-299,209,209,0,0,210,210
ecCount (peaks),train,SNU16,150-299,209,179,30,-30,210,180
ecCount (peaks),train,NCI-H2170,150-299,210,207,3,-3,211,208
ecCount (peaks),val,NCI-H2170,150-299,210,206,4,-4,211,207
ecCount (peaks),train,NCI-H2170,150-299,210,216,6,6,211,217
ecCount (peaks),train,NCI-H2170,150-299,210,212,2,2,211,213
ecCount (peaks),test,NCI-H716,150-299,210,223,13,13,211,224
ecCount (peaks),train,NCI-H716,150-299,210,223,13,13,211,224
ecCount (peaks),train,NCI-H2170,150-299,211,196,15,-15,212,197
ecCount (peaks),train,NCI-H2170,150-299,211,180,31,-31,212,181
ecCount (peaks),train,NCI-H2170,150-299,211,222,11,11,212,223
ecCount (peaks),train,NCI-H2170,150-299,211,203,8,-8,212,204
ecCount (peaks),val,NCI-H2170,150-299,211,203,8,-8,212,204
ecCount (peaks),train,NCI-H716,150-299,211,232,21,21,212,233
ecCount (peaks),train,NCI-H716,150-299,211,217,6,6,212,218
ecCount (peaks),val,NCI-H2170,150-299,212,220,8,8,213,221
ecCount (peaks),train,NCI-H2170,150-299,212,213,1,1,213,214
ecCount (peaks),train,NCI-H2170,150-299,212,214,2,2,213,215
ecCount (peaks),train,SNU16,150-299,212,215,3,3,213,216
ecCount (peaks),train,NCI-H2170,150-299,213,220,7,7,214,221
ecCount (peaks),train,NCI-H2170,150-299,213,57,156,-156,214,58
ecCount (peaks),val,NCI-H2170,150-299,213,215,2,2,214,216
ecCount (peaks),train,NCI-H716,150-299,213,217,4,4,214,218
ecCount (peaks),test,SNU16,150-299,213,198,15,-15,214,199
ecCount (peaks),train,NCI-H2170,150-299,214,237,23,23,215,238
ecCount (peaks),val,NCI-H2170,150-299,214,217,3,3,215,218
ecCount (peaks),val,NCI-H716,150-299,214,213,1,-1,215,214
ecCount (peaks),train,SNU16,150-299,214,201,13,-13,215,202
ecCount (peaks),train,NCI-H2170,150-299,215,216,1,1,216,217
ecCount (peaks),train,NCI-H2170,150-299,216,194,22,-22,217,195
ecCount (peaks),test,NCI-H2170,150-299,217,218,1,1,218,219
ecCount (peaks),train,NCI-H2170,150-299,217,216,1,-1,218,217
ecCount (peaks),train,NCI-H2170,150-299,219,234,15,15,220,235
ecCount (peaks),train,NCI-H2170,150-299,220,209,11,-11,221,210
ecCount (peaks),train,NCI-H2170,150-299,220,206,14,-14,221,207
ecCount (peaks),val,NCI-H2170,150-299,220,206,14,-14,221,207
ecCount (peaks),train,NCI-H2170,150-299,221,223,2,2,222,224
ecCount (peaks),val,SNU16,150-299,221,223,2,2,222,224
ecCount (peaks),train,SNU16,150-299,222,215,7,-7,223,216
ecCount (peaks),val,SNU16,150-299,222,111,111,-111,223,112
ecCount (peaks),val,NCI-H2170,150-299,223,230,7,7,224,231
ecCount (peaks),test,NCI-H2170,150-299,223,244,21,21,224,245
ecCount (peaks),train,NCI-H2170,150-299,223,232,9,9,224,233
ecCount (peaks),train,NCI-H2170,150-299,223,201,22,-22,224,202
ecCount (peaks),test,NCI-H2170,150-299,223,212,11,-11,224,213
ecCount (peaks),train,NCI-H716,150-299,223,241,18,18,224,242
ecCount (peaks),train,SNU16,150-299,223,209,14,-14,224,210
ecCount (peaks),train,NCI-H2170,150-299,224,225,1,1,225,226
ecCount (peaks),train,SNU16,150-299,224,201,23,-23,225,202
ecCount (peaks),test,NCI-H2170,150-299,225,219,6,-6,226,220
ecCount (peaks),train,SNU16,150-299,225,218,7,-7,226,219
ecCount (peaks),train,SNU16,150-299,225,241,16,16,226,242
ecCount (peaks),train,NCI-H2170,150-299,226,222,4,-4,227,223
ecCount (peaks),train,NCI-H2170,150-299,226,239,13,13,227,240
ecCount (peaks),train,NCI-H2170,150-299,226,231,5,5,227,232
ecCount (peaks),train,NCI-H2170,150-299,226,232,6,6,227,233
ecCount (peaks),train,NCI-H2170,150-299,226,240,14,14,227,241
ecCount (peaks),train,SNU16,150-299,227,208,19,-19,228,209
ecCount (peaks),val,NCI-H2170,150-299,228,215,13,-13,229,216
ecCount (peaks),train,NCI-H2170,150-299,228,215,13,-13,229,216
ecCount (peaks),train,NCI-H2170,150-299,228,212,16,-16,229,213
ecCount (peaks),train,SNU16,150-299,228,219,9,-9,229,220
ecCount (peaks),train,NCI-H2170,150-299,229,295,66,66,230,296
ecCount (peaks),test,NCI-H2170,150-299,229,248,19,19,230,249
ecCount (peaks),train,NCI-H2170,150-299,230,245,15,15,231,246
ecCount (peaks),train,SNU16,150-299,230,229,1,-1,231,230
ecCount (peaks),train,NCI-H2170,150-299,231,223,8,-8,232,224
ecCount (peaks),train,NCI-H716,150-299,231,246,15,15,232,247
ecCount (peaks),train,NCI-H2170,150-299,232,222,10,-10,233,223
ecCount (peaks),val,SNU16,150-299,232,226,6,-6,233,227
ecCount (peaks),test,NCI-H2170,150-299,233,221,12,-12,234,222
ecCount (peaks),val,NCI-H2170,150-299,233,204,29,-29,234,205
ecCount (peaks),train,NCI-H2170,150-299,233,224,9,-9,234,225
ecCount (peaks),train,NCI-H2170,150-299,233,230,3,-3,234,231
ecCount (peaks),train,NCI-H2170,150-299,235,242,7,7,236,243
ecCount (peaks),train,NCI-H2170,150-299,235,248,13,13,236,249
ecCount (peaks),train,NCI-H2170,150-299,235,238,3,3,236,239
ecCount (peaks),test,NCI-H2170,150-299,235,230,5,-5,236,231
ecCount (peaks),train,NCI-H2170,150-299,236,238,2,2,237,239
ecCount (peaks),train,NCI-H2170,150-299,236,226,10,-10,237,227
ecCount (peaks),train,NCI-H2170,150-299,236,215,21,-21,237,216
ecCount (peaks),val,NCI-H2170,150-299,236,210,26,-26,237,211
ecCount (peaks),test,NCI-H716,150-299,236,252,16,16,237,253
ecCount (peaks),test,NCI-H2170,150-299,237,235,2,-2,238,236
ecCount (peaks),val,NCI-H2170,150-299,237,219,18,-18,238,220
ecCount (peaks),val,SNU16,150-299,237,336,99,99,238,337
ecCount (peaks),train,NCI-H2170,150-299,238,261,23,23,239,262
ecCount (peaks),test,SNU16,150-299,238,220,18,-18,239,221
ecCount (peaks),val,SNU16,150-299,238,228,10,-10,239,229
ecCount (peaks),test,NCI-H2170,150-299,239,253,14,14,240,254
ecCount (peaks),train,NCI-H2170,150-299,239,248,9,9,240,249
ecCount (peaks),train,NCI-H2170,150-299,239,227,12,-12,240,228
ecCount (peaks),train,NCI-H2170,150-299,239,234,5,-5,240,235
ecCount (peaks),train,NCI-H716,150-299,239,265,26,26,240,266
ecCount (peaks),val,SNU16,150-299,239,222,17,-17,240,223
ecCount (peaks),train,NCI-H2170,150-299,240,251,11,11,241,252
ecCount (peaks),train,SNU16,150-299,241,227,14,-14,242,228
ecCount (peaks),train,SNU16,150-299,241,225,16,-16,242,226
ecCount (peaks),test,NCI-H2170,150-299,242,305,63,63,243,306
ecCount (peaks),train,NCI-H2170,150-299,242,235,7,-7,243,236
ecCount (peaks),train,SNU16,150-299,242,253,11,11,243,254
ecCount (peaks),train,NCI-H2170,150-299,243,250,7,7,244,251
ecCount (peaks),train,NCI-H2170,150-299,243,251,8,8,244,252
ecCount (peaks),train,NCI-H2170,150-299,244,239,5,-5,245,240
ecCount (peaks),train,NCI-H2170,150-299,244,255,11,11,245,256
ecCount (peaks),train,SNU16,150-299,244,222,22,-22,245,223
ecCount (peaks),test,NCI-H2170,150-299,245,274,29,29,246,275
ecCount (peaks),train,NCI-H2170,150-299,245,259,14,14,246,260
ecCount (peaks),train,NCI-H2170,150-299,245,261,16,16,246,262
ecCount (peaks),test,NCI-H2170,150-299,246,242,4,-4,247,243
ecCount (peaks),train,NCI-H2170,150-299,246,248,2,2,247,249
ecCount (peaks),train,NCI-H2170,150-299,246,253,7,7,247,254
ecCount (peaks),test,NCI-H2170,150-299,246,257,11,11,247,258
ecCount (peaks),train,NCI-H2170,150-299,246,280,34,34,247,281
ecCount (peaks),test,NCI-H2170,150-299,246,257,11,11,247,258
ecCount (peaks),train,NCI-H2170,150-299,246,242,4,-4,247,243
ecCount (peaks),test,NCI-H2170,150-299,248,248,0,0,249,249
ecCount (peaks),train,NCI-H2170,150-299,249,256,7,7,250,257
ecCount (peaks),train,NCI-H2170,150-299,249,216,33,-33,250,217
ecCount (peaks),train,NCI-H2170,150-299,250,256,6,6,251,257
ecCount (peaks),train,NCI-H2170,150-299,250,289,39,39,251,290
ecCount (peaks),train,NCI-H2170,150-299,250,250,0,0,251,251
ecCount (peaks),train,NCI-H2170,150-299,250,229,21,-21,251,230
ecCount (peaks),test,NCI-H2170,150-299,251,264,13,13,252,265
ecCount (peaks),train,SNU16,150-299,251,254,3,3,252,255
ecCount (peaks),test,NCI-H2170,150-299,252,253,1,1,253,254
ecCount (peaks),train,NCI-H2170,150-299,252,248,4,-4,253,249
ecCount (peaks),train,NCI-H2170,150-299,252,254,2,2,253,255
ecCount (peaks),train,NCI-H2170,150-299,254,288,34,34,255,289
ecCount (peaks),val,SNU16,150-299,254,240,14,-14,255,241
ecCount (peaks),train,NCI-H2170,150-299,255,249,6,-6,256,250
ecCount (peaks),train,NCI-H2170,150-299,256,312,56,56,257,313
ecCount (peaks),train,SNU16,150-299,256,255,1,-1,257,256
ecCount (peaks),train,NCI-H2170,150-299,257,239,18,-18,258,240
ecCount (peaks),train,NCI-H2170,150-299,257,251,6,-6,258,252
ecCount (peaks),train,NCI-H2170,150-299,258,288,30,30,259,289
ecCount (peaks),train,NCI-H2170,150-299,258,230,28,-28,259,231
ecCount (peaks),train,NCI-H2170,150-299,259,271,12,12,260,272
ecCount (peaks),train,NCI-H2170,150-299,259,263,4,4,260,264
ecCount (peaks),train,NCI-H2170,150-299,259,217,42,-42,260,218
ecCount (peaks),train,NCI-H2170,150-299,259,258,1,-1,260,259
ecCount (peaks),train,NCI-H2170,150-299,260,264,4,4,261,265
ecCount (peaks),train,NCI-H2170,150-299,260,272,12,12,261,273
ecCount (peaks),train,NCI-H2170,150-299,261,280,19,19,262,281
ecCount (peaks),train,NCI-H2170,150-299,261,231,30,-30,262,232
ecCount (peaks),train,SNU16,150-299,261,266,5,5,262,267
ecCount (peaks),train,NCI-H2170,150-299,262,258,4,-4,263,259
ecCount (peaks),train,NCI-H2170,150-299,262,254,8,-8,263,255
ecCount (peaks),train,NCI-H716,150-299,262,277,15,15,263,278
ecCount (peaks),train,NCI-H2170,150-299,264,293,29,29,265,294
ecCount (peaks),train,NCI-H2170,150-299,265,263,2,-2,266,264
ecCount (peaks),train,NCI-H2170,150-299,265,248,17,-17,266,249
ecCount (peaks),train,SNU16,150-299,265,252,13,-13,266,253
ecCount (peaks),val,NCI-H2170,150-299,266,269,3,3,267,270
ecCount (peaks),train,NCI-H2170,150-299,266,270,4,4,267,271
ecCount (peaks),train,SNU16,150-299,267,242,25,-25,268,243
ecCount (peaks),train,SNU16,150-299,268,230,38,-38,269,231
ecCount (peaks),test,SNU16,150-299,270,261,9,-9,271,262
ecCount (peaks),train,SNU16,150-299,271,248,23,-23,272,249
ecCount (peaks),train,SNU16,150-299,271,254,17,-17,272,255
ecCount (peaks),test,SNU16,150-299,271,257,14,-14,272,258
ecCount (peaks),val,NCI-H2170,150-299,273,255,18,-18,274,256
ecCount (peaks),train,NCI-H716,150-299,273,302,29,29,274,303
ecCount (peaks),train,NCI-H2170,150-299,274,264,10,-10,275,265
ecCount (peaks),test,NCI-H2170,150-299,274,298,24,24,275,299
ecCount (peaks),train,NCI-H2170,150-299,274,273,1,-1,275,274
ecCount (peaks),train,NCI-H2170,150-299,274,256,18,-18,275,257
ecCount (peaks),train,NCI-H716,150-299,274,277,3,3,275,278
ecCount (peaks),val,SNU16,150-299,274,320,46,46,275,321
ecCount (peaks),train,NCI-H2170,150-299,276,293,17,17,277,294
ecCount (peaks),train,NCI-H2170,150-299,277,289,12,12,278,290
ecCount (peaks),test,NCI-H2170,150-299,278,258,20,-20,279,259
ecCount (peaks),train,NCI-H2170,150-299,278,259,19,-19,279,260
ecCount (peaks),train,SNU16,150-299,279,301,22,22,280,302
ecCount (peaks),train,NCI-H2170,150-299,280,284,4,4,281,285
ecCount (peaks),val,NCI-H2170,150-299,281,293,12,12,282,294
ecCount (peaks),val,NCI-H2170,150-299,281,284,3,3,282,285
ecCount (peaks),val,NCI-H2170,150-299,281,284,3,3,282,285
ecCount (peaks),train,NCI-H716,150-299,281,289,8,8,282,290
ecCount (peaks),train,NCI-H2170,150-299,282,300,18,18,283,301
ecCount (peaks),train,NCI-H2170,150-299,282,273,9,-9,283,274
ecCount (peaks),train,NCI-H2170,150-299,283,287,4,4,284,288
ecCount (peaks),train,NCI-H2170,150-299,283,301,18,18,284,302
ecCount (peaks),train,NCI-H2170,150-299,283,259,24,-24,284,260
ecCount (peaks),test,NCI-H2170,150-299,284,314,30,30,285,315
ecCount (peaks),train,NCI-H2170,150-299,284,302,18,18,285,303
ecCount (peaks),train,NCI-H2170,150-299,285,283,2,-2,286,284
ecCount (peaks),train,NCI-H2170,150-299,286,279,7,-7,287,280
ecCount (peaks),train,SNU16,150-299,286,270,16,-16,287,271
ecCount (peaks),train,NCI-H2170,150-299,287,327,40,40,288,328
ecCount (peaks),train,NCI-H2170,150-299,287,279,8,-8,288,280
ecCount (peaks),train,NCI-H2170,150-299,288,267,21,-21,289,268
ecCount (peaks),train,NCI-H2170,150-299,289,317,28,28,290,318
ecCount (peaks),train,SNU16,150-299,289,283,6,-6,290,284
ecCount (peaks),train,NCI-H2170,150-299,290,299,9,9,291,300
ecCount (peaks),train,NCI-H2170,150-299,291,261,30,-30,292,262
ecCount (peaks),train,NCI-H2170,150-299,291,271,20,-20,292,272
ecCount (peaks),train,NCI-H716,150-299,291,310,19,19,292,311
ecCount (peaks),train,NCI-H2170,150-299,292,281,11,-11,293,282
ecCount (peaks),train,NCI-H2170,150-299,292,314,22,22,293,315
ecCount (peaks),train,NCI-H2170,150-299,292,299,7,7,293,300
ecCount (peaks),test,NCI-H2170,150-299,296,292,4,-4,297,293
ecCount (peaks),test,NCI-H2170,150-299,296,285,11,-11,297,286
ecCount (peaks),val,NCI-H2170,150-299,296,351,55,55,297,352
ecCount (peaks),train,NCI-H2170,150-299,297,295,2,-2,298,296
ecCount (peaks),train,SNU16,150-299,297,323,26,26,298,324
ecCount (peaks),train,NCI-H2170,150-299,299,309,10,10,300,310
ecCount (peaks),test,NCI-H2170,150-299,299,291,8,-8,300,292
ecCount (peaks),train,NCI-H2170,150-299,299,293,6,-6,300,294
ecCount (peaks),test,NCI-H2170,300+,300,307,7,7,301,308
ecCount (peaks),train,SNU16,300+,301,296,5,-5,302,297
ecCount (peaks),test,NCI-H2170,300+,302,308,6,6,303,309
ecCount (peaks),val,NCI-H2170,300+,302,297,5,-5,303,298
ecCount (peaks),val,NCI-H2170,300+,303,276,27,-27,304,277
ecCount (peaks),train,SNU16,300+,303,283,20,-20,304,284
ecCount (peaks),train,NCI-H2170,300+,305,310,5,5,306,311
ecCount (peaks),train,NCI-H2170,300+,307,303,4,-4,308,304
ecCount (peaks),train,NCI-H2170,300+,307,291,16,-16,308,292
ecCount (peaks),test,NCI-H2170,300+,308,296,12,-12,309,297
ecCount (peaks),train,NCI-H2170,300+,308,304,4,-4,309,305
ecCount (peaks),test,SNU16,300+,309,305,4,-4,310,306
ecCount (peaks),train,SNU16,300+,311,293,18,-18,312,294
ecCount (peaks),train,SNU16,300+,313,292,21,-21,314,293
ecCount (peaks),train,SNU16,300+,313,316,3,3,314,317
ecCount (peaks),train,NCI-H2170,300+,314,309,5,-5,315,310
ecCount (peaks),train,NCI-H2170,300+,314,326,12,12,315,327
ecCount (peaks),train,NCI-H2170,300+,314,288,26,-26,315,289
ecCount (peaks),val,NCI-H2170,300+,314,305,9,-9,315,306
ecCount (peaks),test,NCI-H2170,300+,316,316,0,0,317,317
ecCount (peaks),train,SNU16,300+,317,277,40,-40,318,278
ecCount (peaks),train,NCI-H2170,300+,318,334,16,16,319,335
ecCount (peaks),train,NCI-H2170,300+,318,249,69,-69,319,250
ecCount (peaks),test,NCI-H2170,300+,318,309,9,-9,319,310
ecCount (peaks),train,NCI-H2170,300+,319,261,58,-58,320,262
ecCount (peaks),train,SNU16,300+,320,342,22,22,321,343
ecCount (peaks),train,SNU16,300+,321,343,22,22,322,344
ecCount (peaks),train,NCI-H716,300+,322,345,23,23,323,346
ecCount (peaks),train,NCI-H2170,300+,323,399,76,76,324,400
ecCount (peaks),train,NCI-H2170,300+,323,326,3,3,324,327
ecCount (peaks),val,NCI-H2170,300+,324,328,4,4,325,329
ecCount (peaks),test,SNU16,300+,324,307,17,-17,325,308
ecCount (peaks),train,NCI-H2170,300+,325,317,8,-8,326,318
ecCount (peaks),test,SNU16,300+,325,312,13,-13,326,313
ecCount (peaks),train,NCI-H2170,300+,328,341,13,13,329,342
ecCount (peaks),test,NCI-H2170,300+,328,295,33,-33,329,296
ecCount (peaks),train,NCI-H2170,300+,329,411,82,82,330,412
ecCount (peaks),train,NCI-H2170,300+,329,317,12,-12,330,318
ecCount (peaks),train,NCI-H2170,300+,329,326,3,-3,330,327
ecCount (peaks),test,NCI-H2170,300+,330,330,0,0,331,331
ecCount (peaks),train,NCI-H2170,300+,332,341,9,9,333,342
ecCount (peaks),train,NCI-H2170,300+,333,329,4,-4,334,330
ecCount (peaks),train,NCI-H2170,300+,335,322,13,-13,336,323
ecCount (peaks),train,NCI-H2170,300+,337,358,21,21,338,359
ecCount (peaks),train,NCI-H2170,300+,339,387,48,48,340,388
ecCount (peaks),test,NCI-H2170,300+,340,365,25,25,341,366
ecCount (peaks),test,NCI-H2170,300+,341,341,0,0,342,342
ecCount (peaks),test,NCI-H2170,300+,341,319,22,-22,342,320
ecCount (peaks),train,SNU16,300+,341,330,11,-11,342,331
ecCount (peaks),val,NCI-H2170,300+,343,380,37,37,344,381
ecCount (peaks),train,NCI-H2170,300+,344,369,25,25,345,370
ecCount (peaks),train,NCI-H2170,300+,348,380,32,32,349,381
ecCount (peaks),train,NCI-H2170,300+,349,339,10,-10,350,340
ecCount (peaks),train,NCI-H716,300+,349,370,21,21,350,371
ecCount (peaks),train,NCI-H2170,300+,350,410,60,60,351,411
ecCount (peaks),train,NCI-H716,300+,350,355,5,5,351,356
ecCount (peaks),val,NCI-H2170,300+,352,328,24,-24,353,329
ecCount (peaks),train,NCI-H2170,300+,354,358,4,4,355,359
ecCount (peaks),train,NCI-H2170,300+,355,356,1,1,356,357
ecCount (peaks),test,NCI-H2170,300+,358,396,38,38,359,397
ecCount (peaks),train,NCI-H2170,300+,359,365,6,6,360,366
ecCount (peaks),val,NCI-H2170,300+,359,365,6,6,360,366
ecCount (peaks),train,NCI-H2170,300+,362,356,6,-6,363,357
ecCount (peaks),test,NCI-H2170,300+,365,378,13,13,366,379
ecCount (peaks),val,SNU16,300+,366,373,7,7,367,374
ecCount (peaks),val,NCI-H2170,300+,368,368,0,0,369,369
ecCount (peaks),train,NCI-H716,300+,368,397,29,29,369,398
ecCount (peaks),train,SNU16,300+,368,391,23,23,369,392
ecCount (peaks),train,NCI-H716,300+,369,331,38,-38,370,332
ecCount (peaks),train,NCI-H2170,300+,370,366,4,-4,371,367
ecCount (peaks),train,SNU16,300+,370,374,4,4,371,375
ecCount (peaks),train,NCI-H2170,300+,371,388,17,17,372,389
ecCount (peaks),train,SNU16,300+,372,361,11,-11,373,362
ecCount (peaks),train,NCI-H2170,300+,373,385,12,12,374,386
ecCount (peaks),train,SNU16,300+,374,381,7,7,375,382
ecCount (peaks),train,NCI-H2170,300+,375,383,8,8,376,384
ecCount (peaks),train,NCI-H2170,300+,375,375,0,0,376,376
ecCount (peaks),train,NCI-H2170,300+,375,418,43,43,376,419
ecCount (peaks),test,NCI-H2170,300+,375,369,6,-6,376,370
ecCount (peaks),train,NCI-H2170,300+,376,404,28,28,377,405
ecCount (peaks),train,SNU16,300+,376,414,38,38,377,415
ecCount (peaks),train,NCI-H2170,300+,378,376,2,-2,379,377
ecCount (peaks),val,NCI-H2170,300+,378,340,38,-38,379,341
ecCount (peaks),val,SNU16,300+,380,329,51,-51,381,330
ecCount (peaks),train,NCI-H2170,300+,382,594,212,212,383,595
ecCount (peaks),val,SNU16,300+,382,373,9,-9,383,374
ecCount (peaks),train,NCI-H716,300+,386,421,35,35,387,422
ecCount (peaks),train,NCI-H2170,300+,390,399,9,9,391,400
ecCount (peaks),train,NCI-H2170,300+,390,343,47,-47,391,344
ecCount (peaks),train,NCI-H2170,300+,391,421,30,30,392,422
ecCount (peaks),train,SNU16,300+,392,359,33,-33,393,360
ecCount (peaks),train,SNU16,300+,394,416,22,22,395,417
ecCount (peaks),train,NCI-H2170,300+,395,411,16,16,396,412
ecCount (peaks),test,NCI-H2170,300+,396,383,13,-13,397,384
ecCount (peaks),train,NCI-H2170,300+,396,340,56,-56,397,341
ecCount (peaks),train,NCI-H2170,300+,396,398,2,2,397,399
ecCount (peaks),train,NCI-H2170,300+,398,435,37,37,399,436
ecCount (peaks),test,NCI-H2170,300+,400,431,31,31,401,432
ecCount (peaks),train,NCI-H2170,300+,402,400,2,-2,403,401
ecCount (peaks),train,NCI-H2170,300+,402,401,1,-1,403,402
ecCount (peaks),val,NCI-H2170,300+,402,399,3,-3,403,400
ecCount (peaks),test,NCI-H2170,300+,403,411,8,8,404,412
ecCount (peaks),train,NCI-H2170,300+,404,404,0,0,405,405
ecCount (peaks),test,NCI-H2170,300+,406,371,35,-35,407,372
ecCount (peaks),train,NCI-H2170,300+,406,360,46,-46,407,361
ecCount (peaks),train,NCI-H2170,300+,407,388,19,-19,408,389
ecCount (peaks),test,NCI-H2170,300+,411,413,2,2,412,414
ecCount (peaks),train,NCI-H2170,300+,413,418,5,5,414,419
ecCount (peaks),train,SNU16,300+,413,434,21,21,414,435
ecCount (peaks),val,SNU16,300+,415,414,1,-1,416,415
ecCount (peaks),train,NCI-H2170,300+,418,411,7,-7,419,412
ecCount (peaks),train,NCI-H2170,300+,419,336,83,-83,420,337
ecCount (peaks),test,SNU16,300+,422,393,29,-29,423,394
ecCount (peaks),train,NCI-H2170,300+,425,458,33,33,426,459
ecCount (peaks),val,SNU16,300+,426,460,34,34,427,461
ecCount (peaks),val,NCI-H2170,300+,430,414,16,-16,431,415
ecCount (peaks),train,NCI-H2170,300+,431,438,7,7,432,439
ecCount (peaks),train,SNU16,300+,433,393,40,-40,434,394
ecCount (peaks),train,NCI-H2170,300+,434,444,10,10,435,445
